AAPL,AMZN,GOOGL,JPM,KO,META,MSFT,NVDA
138.85340881347656,177.47950744628906,123.55681610107422,130.27149963378906,48.37791442871094,334.326416015625,266.4214172363281,18.736831665039062
142.45999145507812,178.6595001220703,125.17493438720703,132.70021057128906,48.464725494384766,338.9996643066406,268.64306640625,18.569459915161133
141.72891235351562,179.25999450683594,126.5034408569336,135.49227905273438,49.089744567871094,343.5341491699219,270.64349365234375,19.365638732910156
143.09361267089844,181.90150451660156,127.3687973022461,133.78158569335938,49.020301818847656,348.4555358886719,275.2023620605469,19.54922103881836
144.80914306640625,182.83200073242188,131.9246368408203,133.5245361328125,49.48905563354492,366.9106750488281,278.5975036621094,19.513303756713867
145.22830200195312,184.99099731445312,132.936279296875,134.41973876953125,49.53246307373047,369.5598449707031,278.0011291503906,19.249900817871094
143.06431579589844,181.3195037841797,130.81878662109375,134.24246215820312,49.70608139038086,364.9460754394531,275.58709716796875,19.164100646972656
141.3195037841797,181.51600646972656,134.97840881347656,134.46408081054688,49.25468444824219,370.37353515625,275.2792663574219,19.45842742919922
141.9628448486328,179.99600219726562,134.6645050048828,135.6163787841797,49.523780822753906,355.52996826171875,275.54864501953125,19.617063522338867
142.17730712890625,166.37950134277344,133.6221160888672,134.5349578857422,49.50641632080078,353.52569580078125,274.0194091796875,19.45443344116211
141.84591674804688,166.57400512695312,133.7490692138672,133.99429321289062,49.37621307373047,349.20965576171875,273.9328308105469,19.70486068725586
143.6394805908203,168.31199645996094,134.51820373535156,135.5188751220703,49.41093063354492,348.505126953125,276.14495849609375,19.769710540771484
143.23980712890625,167.73599243164062,134.017822265625,134.0563507080078,48.6990966796875,356.12530517578125,275.5582275390625,20.227664947509766
143.34703063964844,168.79949951171875,135.13461303710938,135.7493438720703,49.04633712768555,360.1438293457031,278.4531555175781,20.58983039855957
142.66366577148438,167.2469940185547,134.62582397460938,139.60508728027344,49.167869567871094,360.6795654296875,278.3955078125,20.3194522857666
142.61485290527344,167.093505859375,135.79067993164062,139.4544219970703,49.176551818847656,358.79437255859375,277.30865478515625,20.248613357543945
142.13653564453125,166.03399658203125,135.68557739257812,141.1651153564453,49.3067512512207,358.318115234375,275.4909362792969,19.89043617248535
142.3903350830078,164.60549926757812,135.16189575195312,142.84927368164062,49.246002197265625,357.15716552734375,275.9814453125,19.65397834777832
145.34825134277344,165.1750030517578,136.0693817138672,143.4076690673828,49.34148406982422,359.8262939453125,278.7320861816406,19.859508514404297
145.55325317382812,164.69850158691406,136.59849548339844,141.8033447265625,49.68003463745117,360.3521423339844,281.6558837890625,20.141860961914062
147.5252227783203,164.94949340820312,137.17575073242188,140.87265014648438,49.89704513549805,363.705810546875,283.33905029296875,19.904403686523438
146.61732482910156,162.09800720214844,135.54127502441406,139.17076110839844,49.72343826293945,355.65899658203125,281.8770751953125,19.413530349731445
142.87843322753906,160.06100463867188,134.3386993408203,137.9032440185547,49.04633712768555,352.682373046875,280.15228271484375,18.996482849121094
143.21034240722656,159.3874969482422,134.56777954101562,136.75094604492188,49.358848571777344,352.35491943359375,285.9724426269531,19.75275421142578
144.66493225097656,159.99749755859375,136.30296325683594,137.14097595214844,49.167869567871094,356.5718078613281,293.28631591796875,20.76842498779297
146.14877319335938,163.2935028076172,138.8935546875,138.89601135253906,48.994258880615234,360.5208435058594,293.5658264160156,21.907817840576172
146.06089782714844,165.28900146484375,140.10353088378906,139.75576782226562,48.6209831237793,362.6640319824219,291.6095886230469,21.74319076538086
144.83087158203125,164.95899963378906,140.91433715820312,142.63650512695312,48.67306137084961,365.5215759277344,291.0218200683594,22.162227630615234
144.0303955078125,165.8000030517578,140.28109741210938,143.37222290039062,48.212982177734375,361.5428161621094,288.2080383300781,22.017562866210938
